ID_Venta,ID_Cliente,ID_Producto,Fecha,Cantidad,Precio_Unitario
277,185,236,2024-09-25,1,55.53313883415707
278,107,244,2024-12-21,6,175.59127992205185
279,111,207,2024-01-07,1,166.18040653956416
280,109,261,2024-11-09,7,191.13900530554184
281,153,245,2024-02-11,9,126.15436719177941
282,138,250,2024-02-14,6,43.880883612899154
283,147,267,2024-11-07,7,61.28450662918374
284,123,292,2024-11-17,5,22.967367634062498
285,175,233,2024-10-29,8,178.49328727748937
286,184,241,2024-06-25,1,60.89046841687417
287,144,275,2024-11-24,1,172.09899793792601
288,116,261,2024-03-07,7,182.1068293500706
289,150,207,2024-08-14,3,21.523343702995902
290,142,217,2024-06-20,7,30.449156050391426
291,127,214,2024-11-29,5,75.10628343065945
292,166,250,2024-12-17,8,50.22896022586715
293,191,201,2024-07-03,3,94.45844669220915
294,181,258,2024-10-01,8,39.25007508665719
295,155,230,2024-03-23,6,179.1158657605112
296,184,253,2024-03-14,7,189.6389612453435
297,101,226,2024-08-01,9,149.39944791895337
298,165,300,2024-12-27,7,82.75364834410605
299,147,300,2024-08-17,10,99.33049357714047
300,189,296,2024-12-08,1,182.07749319943883
301,165,255,2024-04-25,9,67.90957900666757
302,170,247,2024-09-05,6,109.77076658425779
303,112,264,2024-11-22,1,172.96929557589652
304,148,242,2024-03-12,1,118.21621843004458
305,160,268,2024-06-06,8,177.87637636592416
306,169,237,2024-01-24,6,197.83716098250898
307,185,207,2024-03-29,6,58.95418519704227
308,190,216,2024-12-30,6,166.4734937285966
309,178,240,2024-03-06,10,123.3460386558394
310,136,298,2024-11-29,10,69.7899960422327
311,175,202,2024-07-22,8,28.365665627443597
312,123,290,2024-06-08,3,60.077411469931846
313,173,211,2024-10-26,2,144.49137389194948
314,160,220,2024-05-22,2,60.659266460527846
315,138,237,2024-08-26,3,143.87316660452055
316,142,283,2024-09-22,7,39.49179614885958
317,149,297,2024-01-24,5,172.37285904371748
318,140,206,2024-01-08,6,192.53328151974887
319,165,224,2024-08-09,1,38.99260123948508
320,200,266,2024-04-15,3,80.63280884164938
321,129,299,2024-06-30,6,153.01506366293557
322,182,297,2024-03-05,7,11.008515459564313
323,178,214,2024-04-16,3,122.32217511172672
324,121,220,2024-10-08,4,177.69580412322622
325,135,280,2024-06-08,6,35.60044155093629
326,176,233,2024-02-21,8,141.6201570646635
327,188,300,2024-07-31,4,16.0684140497149
328,173,277,2024-10-02,5,86.06910282708596
329,132,212,2024-12-18,7,175.49534585206817
330,122,234,2024-10-19,4,78.65759535302014
331,192,231,2024-05-16,7,110.17472091735841
332,153,247,2024-06-29,3,55.64861571647391
333,147,249,2024-03-05,7,39.50077682607543
334,199,250,2024-11-27,7,134.052310808495
335,132,230,2024-07-21,8,155.58109513434755
336,104,268,2024-07-16,8,77.43308918717777
337,145,220,2024-10-27,4,145.11552174204263
338,199,244,2024-01-27,10,50.332031377811376
339,178,228,2024-05-30,6,183.47442499996066
340,189,257,2024-09-14,5,25.4052333392059
341,140,232,2024-04-06,5,13.778244163862396
342,111,277,2024-03-04,8,32.158107516732485
343,172,217,2024-10-02,6,176.4460824305001
344,163,249,2024-01-16,1,64.98915706908166
345,151,300,2024-11-11,5,90.25812575861018
346,148,227,2024-05-20,5,23.089169917955637
347,179,260,2024-03-31,9,134.03787713914363
348,118,253,2024-12-22,5,77.40202865594961
349,186,216,2024-05-23,10,197.3316354933663
350,128,250,2024-07-26,9,79.0889538895583
351,161,233,2024-07-07,1,25.25393446661959
352,192,205,2024-03-06,8,172.37037612933506
353,195,202,2024-11-23,4,170.00390554270444
354,197,253,2024-11-18,8,199.058748138543
355,150,226,2024-04-15,7,86.30693441624754
356,187,299,2024-01-05,2,138.99472462107286
357,136,298,2024-10-18,7,69.50351596186964
358,164,276,2024-01-08,9,128.0515977766168
359,140,244,2024-12-06,2,157.47479128394482
360,199,231,2024-03-04,9,90.56527070111282
361,122,260,2024-02-17,4,139.21276463288947
362,162,246,2024-02-23,4,150.2906224771288
363,167,233,2024-02-18,6,129.01084390458078
364,140,278,2024-02-19,10,174.2364589362519
365,170,292,2024-05-13,6,51.88866869655544
366,157,300,2024-09-24,8,109.41706072551573
367,128,280,2024-10-20,4,172.7809279016503
368,136,284,2024-09-09,1,125.48667969666327
369,161,227,2024-10-05,10,174.98110368227876
370,196,287,2024-05-23,8,70.24685671190251
371,161,215,2024-01-31,3,35.990930972954196
372,132,217,2024-11-06,3,179.6069427686385
373,174,205,2024-06-15,1,52.3321674729473
374,148,286,2024-12-20,10,179.5438437787114
375,141,251,2024-07-10,9,99.3802248441694
376,135,264,2024-01-13,8,109.23313111944518
377,118,245,2024-12-22,7,49.82941722140875
378,118,259,2024-11-20,5,51.01372481465784
379,108,251,2024-12-30,2,121.04535589456879
380,171,234,2024-04-10,1,37.81304499299572
381,191,244,2024-11-25,7,120.90659349915889
382,106,262,2024-02-06,10,162.32183721653658
383,134,276,2024-06-14,6,50.21925974215583
384,184,291,2024-11-02,9,143.952905439531
385,175,236,2024-04-04,7,26.049426552663267
386,134,249,2024-06-12,7,70.54094872785629
387,121,206,2024-11-20,6,189.4276442957264
388,192,237,2024-06-20,10,156.0716016818516
389,125,209,2024-11-11,2,138.68301741151726
390,125,225,2024-09-30,1,117.38929786504085
391,120,253,2024-09-05,6,179.77577511567213
392,120,266,2024-08-16,10,129.84478265692587
393,101,245,2024-01-18,5,152.59113462068186
394,154,241,2024-07-31,7,167.140986506118
395,137,266,2024-03-23,5,71.40054631078979
396,138,222,2024-01-15,10,84.7200783821108
397,115,252,2024-12-20,7,34.034277193006524
398,110,257,2024-09-02,2,27.445636170867527
399,163,239,2024-12-07,3,43.18575862825834
400,125,276,2024-04-12,6,14.978383807968715
401,106,256,2024-05-20,2,14.262499430207793
402,104,227,2024-08-02,4,151.062990601283
403,194,231,2024-10-23,9,171.8375616293744
404,112,208,2024-03-12,7,194.9030746693094
405,109,243,2024-01-09,6,143.12072363133782
406,115,244,2024-02-10,7,57.93394607580553
407,113,230,2024-03-23,2,134.5944430404677
408,121,214,2024-01-18,8,88.22224892316562
409,163,220,2024-01-01,9,179.2350086743766
410,195,237,2024-03-15,2,177.31866250097917
411,141,254,2024-05-28,7,49.83364146640605
412,139,217,2024-07-05,8,40.338733080943406
413,121,240,2024-11-29,5,101.09764695116428
414,135,283,2024-04-30,8,73.16910634200215
415,192,232,2024-04-21,10,163.7301730803775
416,109,205,2024-02-24,8,174.53963617217585
417,152,258,2024-10-17,1,145.9071131790808
418,110,226,2024-07-10,1,116.74876262242296
419,122,238,2024-06-26,1,167.3770497719579
420,125,280,2024-01-14,8,134.66290587589026
421,148,286,2024-07-17,4,152.76292180943173
422,106,212,2024-06-02,4,65.84920177874267
423,109,214,2024-12-25,1,150.07326414784583
424,112,224,2024-10-20,10,121.97770285852
425,192,263,2024-10-08,7,93.7439107498642
426,161,255,2024-08-07,5,21.673697856342958
427,102,262,2024-10-09,1,132.82289459228235
428,139,230,2024-10-03,10,62.43937412510986
429,106,279,2024-05-31,1,81.89454547788998
430,197,290,2024-06-09,2,120.34847081342257
431,144,268,2024-03-13,9,134.62849819263738
432,136,283,2024-08-20,8,37.31354945341067
433,130,203,2024-09-26,7,99.72536680041244
434,188,263,2024-08-14,1,57.126582141489536
435,128,219,2024-02-09,9,18.059380999212138
436,126,222,2024-07-21,1,185.74280971905333
437,189,288,2024-08-16,4,34.92040335713445
438,200,275,2024-03-02,6,94.44198009111312
439,179,283,2024-11-02,2,145.02617956960574
440,109,249,2024-09-27,5,131.74740980151603
441,197,240,2024-08-14,6,184.55209573396522
442,117,229,2024-09-05,5,137.90174812815872
443,188,261,2024-07-30,3,189.38286052792876
444,147,274,2024-12-22,8,185.87196663933545
445,115,251,2024-08-30,8,130.76570753510322
446,107,223,2024-02-01,9,134.15157240795875
447,134,236,2024-12-20,3,128.15536092254024
448,166,229,2024-12-04,7,159.80293467151708
449,110,281,2024-06-23,6,27.93238244460821
450,141,293,2024-08-28,4,137.79853886332143
451,190,217,2024-04-26,2,18.06206450028718
452,116,278,2024-05-03,9,40.1835995446069
453,138,239,2024-03-08,3,93.05613407354592
454,171,223,2024-07-12,8,53.7918967645226
455,199,290,2024-12-24,6,190.9121902911966
456,184,267,2024-03-27,10,22.64672227624622
457,178,253,2024-06-25,2,151.54644009915322
458,107,272,2024-06-02,3,171.86332268290448
459,123,278,2024-10-08,9,184.77672295826798
460,131,245,2024-07-11,4,127.01906161682003
461,186,241,2024-09-08,1,96.33272897221212
462,181,263,2024-06-14,6,54.34950580438336
463,161,291,2024-07-09,6,79.11266333515732
464,175,236,2024-07-16,4,44.79032073643961
465,170,242,2024-03-01,8,195.33990179994657
466,142,283,2024-10-25,9,88.42809420949547
467,154,281,2024-03-12,5,82.07403926316722
468,123,280,2024-09-09,6,78.72231179272254
469,113,238,2024-04-07,5,30.22810222802654
470,102,262,2024-05-18,10,191.70829583323686
471,160,261,2024-08-01,4,87.8553480337584
472,198,213,2024-03-17,1,103.42867589883723
473,139,265,2024-03-27,9,159.80660885123265
474,185,210,2024-01-13,7,190.45015445260168
475,170,228,2024-07-31,4,183.41263845844358
476,155,261,2024-07-05,5,136.85401970346987
477,193,262,2024-03-17,3,187.14245511720682
478,195,230,2024-06-07,6,131.71591618591845
479,119,255,2024-12-15,10,40.206992265127596
480,110,203,2024-03-14,2,60.28894753990896
481,107,215,2024-02-26,2,158.5794024231936
482,168,247,2024-09-21,9,126.58756701062708
483,165,211,2024-02-03,8,102.05400804137737
484,194,239,2024-07-27,3,126.36499974297311
485,121,256,2024-10-08,5,118.03121754137443
486,128,221,2024-02-12,7,38.79874097668615
487,157,237,2024-07-27,1,53.27973308147786
488,177,220,2024-04-19,1,47.58559945554481
489,136,236,2024-01-12,9,118.70600109777861
490,135,229,2024-08-09,9,135.74356904988633
491,195,268,2024-10-22,2,31.749011342870126
492,194,205,2024-09-10,4,108.88375795112499
493,164,263,2024-12-15,7,79.46649247036927
494,126,223,2024-09-11,9,76.89676237776685
495,124,233,2024-06-22,4,155.94963283837444
496,114,281,2024-11-28,3,58.223708658106275
497,176,275,2024-06-19,3,70.76960088066247
498,183,280,2024-08-20,6,18.027137490183794
499,190,215,2024-04-29,4,57.46982035056384
500,121,221,2024-01-30,4,133.22232145777372
501,136,205,2024-01-22,10,128.6629239257761
502,132,254,2024-10-21,4,81.63437058721411
503,111,268,2024-05-16,10,145.91566815140092
504,171,240,2024-08-23,10,77.66794503988308
505,103,267,2024-01-24,5,123.87479650319432
506,143,282,2024-12-03,9,37.178192446556785
507,157,216,2024-08-07,2,46.79277531007532
508,105,266,2024-06-21,9,96.16222996156085
509,177,255,2024-09-26,7,70.5807827572643
510,185,220,2024-12-31,4,17.91692086630486
511,136,287,2024-04-15,8,55.24671883731814
512,110,221,2024-03-12,6,96.38537742913451
513,195,265,2024-11-12,10,28.832453888272575
514,149,241,2024-05-29,3,87.46580261033598
515,133,259,2024-11-21,7,105.69249375697757
516,156,224,2024-09-29,1,63.626686239383076
517,102,274,2024-04-28,5,168.56950467305447
518,149,298,2024-11-28,6,163.34126046509613
519,148,260,2024-01-26,4,188.66710082719663
520,157,222,2024-11-13,7,94.75347108721333
521,174,264,2024-04-11,3,90.79475905408536
522,115,296,2024-08-30,2,150.24748324101685
523,125,242,2024-06-25,9,99.44807597258618
524,115,253,2024-04-03,10,150.6874558158987
525,146,298,2024-11-03,9,198.80384523020018
526,123,283,2024-04-14,7,102.60485215126711
527,177,230,2024-10-06,9,61.67645010329026
528,195,255,2024-09-18,6,120.31888569320157
529,123,284,2024-10-21,5,162.53415925250587
530,189,259,2024-07-11,3,94.89778163672763
531,147,233,2024-01-02,6,151.2166337407355
532,155,237,2024-10-09,2,171.62840800482167
533,180,208,2024-01-12,6,16.88640599934799
534,200,203,2024-12-14,1,62.62622320831315
535,155,221,2024-12-05,3,79.06374225714328
536,172,263,2024-10-06,7,89.77662186778097
537,145,204,2024-07-07,5,30.102850032041452
538,109,264,2024-10-14,2,139.67982936749118
539,131,292,2024-01-07,8,34.631409480344416
540,196,210,2024-02-01,4,108.4627725672091
541,127,244,2024-03-02,1,80.82271758060155
542,148,277,2024-10-16,9,184.20176799049554
543,162,250,2024-09-18,10,131.07142757598191
544,162,277,2024-08-20,5,83.96870601887692
545,188,281,2024-09-21,6,120.4168148147594
546,167,237,2024-05-29,6,92.13832816555723
547,166,256,2024-04-08,1,188.72660316114238
548,119,260,2024-08-11,3,94.99864280714408
549,159,277,2024-04-21,8,108.76417395064881
550,101,252,2024-10-21,3,184.54170539411678
551,181,228,2024-12-25,7,94.58813328259265
552,113,211,2024-04-07,7,191.0601987015068
553,139,225,2024-01-14,5,35.595404645585404
554,120,247,2024-06-17,6,16.787349061455693
555,179,291,2024-01-27,7,29.489696527377433
556,120,215,2024-06-30,10,178.178781351798
557,188,281,2024-11-27,6,96.9042672699682
558,102,239,2024-06-18,7,53.102213820887854
559,146,223,2024-05-19,1,128.09390601978401
560,174,296,2024-01-01,6,108.95695556829492
561,200,275,2024-12-20,8,17.877667010938016
562,120,205,2024-04-05,4,127.13057049179358
563,108,201,2024-11-11,8,197.89349464091052
564,108,280,2024-05-30,1,152.408269005754
565,164,230,2024-08-24,5,181.77105321607445
566,120,210,2024-08-25,2,127.14083479375455
567,181,278,2024-05-21,2,51.42153107329881
568,168,293,2024-03-28,2,93.85627447042886
569,189,258,2024-02-25,4,76.44004751536308
570,166,268,2024-08-17,9,94.89495307011582
571,182,298,2024-05-09,9,30.573011538518738
572,140,269,2024-11-12,8,59.4211643236543
573,158,230,2024-03-17,1,139.74042199444352
574,199,229,2024-04-03,4,151.347159257102
575,111,217,2024-03-09,9,58.30119657778666
576,173,237,2024-04-28,4,38.08391292617834
577,107,259,2024-04-11,2,60.24987206295826
578,143,261,2024-04-26,8,169.34773464712794
579,155,265,2024-02-24,5,99.37407922591402
580,189,263,2024-04-08,8,11.852844694852179
581,105,284,2024-03-12,1,146.8568205849309
582,184,240,2024-10-24,6,48.4444450575149
583,139,270,2024-04-25,8,124.90693667009836
584,152,290,2024-07-02,1,46.26755573078789
585,136,246,2024-03-02,7,54.15785239247081
586,169,258,2024-11-11,6,18.004952915627875
587,178,262,2024-08-26,3,92.59594148836155
588,139,287,2024-09-03,6,149.62979212026025
589,177,223,2024-08-13,9,127.75357431042373
590,149,216,2024-04-27,4,93.14707158548869
591,117,245,2024-07-02,10,137.28396188742988
592,185,251,2024-02-22,2,143.6291343740132
593,150,229,2024-07-06,3,72.75054728586662
594,185,275,2024-03-09,10,185.23185546383527
595,159,277,2024-06-29,9,47.37982801308152
596,118,232,2024-10-12,3,163.42163341862508
597,194,232,2024-01-29,6,111.8972969233876
598,174,262,2024-06-18,2,174.4033996843701
599,114,297,2024-06-25,2,70.86162075048239
600,125,257,2024-01-30,5,103.70530053754558
601,122,205,2024-02-24,8,75.70598476212417
602,184,207,2024-10-05,7,146.4303294847441
603,188,289,2024-10-21,6,98.98131950486948
604,178,287,2024-02-29,9,38.54024973292999
605,106,260,2024-07-29,4,103.10622961740509
